,query
64,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 ?fromage dbpprop:name ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLaitPage .
?sourceLaitPage rdfs:label ?sourceLait .
 ?fromage dbpprop:country ?paysPage .
 ?paysPage rdfs:label ?pays .
 
FILTER langMatches( lang(?pays), ""en""  . lang(?sourceLait), ""en"" )
OPTIONAL { 
    
    ?fromage dbpprop:aging ?fraicheur }.
 
}"
65,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 ?fromage dbpprop:name ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLaitPage .
?sourceLaitPage rdfs:label ?sourceLait .
 ?fromage dbpprop:country ?paysPage .
 ?paysPage rdfs:label ?pays .
 
FILTER langMatches( lang(?pays), ""en"" && lang(?sourceLait), ""en"" )
OPTIONAL { 
    
    ?fromage dbpprop:aging ?fraicheur }.
 
}"
66,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 ?fromage dbpprop:name ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLaitPage .
?sourceLaitPage rdfs:label ?sourceLait .
 ?fromage dbpprop:country ?paysPage .
 ?paysPage rdfs:label ?pays .
 
FILTER langMatches( lang(?pays), ""en"" || lang(?sourceLait), ""en"" )
OPTIONAL { 
    
    ?fromage dbpprop:aging ?fraicheur }.
 
}"
67,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 ?fromage dbpprop:name ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLaitPage .
?sourceLaitPage rdfs:label ?sourceLait .
 ?fromage dbpprop:country ?paysPage .
 ?paysPage rdfs:label ?pays .
 
FILTER langMatches( lang(?pays), ""en"" )
OPTIONAL { 
    
    ?fromage dbpprop:aging ?fraicheur }.
 
}"
68,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 ?fromage dbpprop:name ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLaitPage .
?sourceLaitPage rdfs:label ?sourceLait .
 ?fromage dbpprop:country ?paysPage .
 ?paysPage rdfs:label ?pays .
 
FILTER langMatches( (lang(?pays), ""en"") )
OPTIONAL { 
    
    ?fromage dbpprop:aging ?fraicheur }.
 
}"
69,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 ?fromage dbpprop:name ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLaitPage .
?sourceLaitPage rdfs:label ?sourceLait .
 ?fromage dbpprop:country ?paysPage .
 ?paysPage rdfs:label ?pays .
 
FILTER langMatches( lang(?pays), ""en"" ) && langMatches(lang(?sourceLait), ""en"")
OPTIONAL { 
    
    ?fromage dbpprop:aging ?fraicheur }.
 
}"
70,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 ?fromage dbpprop:name ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLaitPage .
?sourceLaitPage rdfs:label ?sourceLait .
 ?fromage dbpprop:country ?paysPage .
 ?paysPage rdfs:label ?pays .
 
FILTER langMatches( lang(?pays), ""en"" ) . langMatches(lang(?sourceLait), ""en"")
OPTIONAL { 
    
    ?fromage dbpprop:aging ?fraicheur }.
 
}"
71,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 ?fromage dbpprop:name ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLaitPage .
?sourceLaitPage rdfs:label ?sourceLait .
 ?fromage dbpprop:country ?paysPage .
 ?paysPage rdfs:label ?pays .
 
FILTER langMatches( lang(?pays), ""en"" ) || langMatches(lang(?sourceLait), ""en"")
OPTIONAL { 
    
    ?fromage dbpprop:aging ?fraicheur }.
 
}"
72,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 ?fromage dbpprop:name ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLaitPage .
?sourceLaitPage rdfs:label ?sourceLait .
 ?fromage dbpprop:country ?paysPage .
 ?paysPage rdfs:label ?pays .
 
FILTER ( langMatches( lang(?pays), ""en"" ) && langMatches(lang(?sourceLait), ""en"") )
OPTIONAL { 
    
    ?fromage dbpprop:aging ?fraicheur }.
 
}"
73,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 ?fromage dbpprop:name ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLaitPage .
?sourceLaitPage rdfs:label ?sourceLait .
 ?fromage dbpprop:country ?paysPage .
 ?paysPage rdfs:label ?pays .
 
FILTER ( langMatches( lang(?pays), ""en"" ) && langMatches(lang(?sourceLait), ""en"") && langMatches(lang(?nomFromage ), ""en"") ) 
OPTIONAL { 
    
    ?fromage dbpprop:aging ?fraicheur }.
 
}"
74,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 ?fromage dbpprop:name ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLaitPage .
?sourceLaitPage rdfs:label ?sourceLait .
 ?fromage dbpprop:country ?paysPage .
 ?paysPage rdfs:label ?pays .
 

OPTIONAL { 
    
    ?fromage dbpprop:aging ?fraicheur }.
 
}"
75,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 ?fromage dbpprop:name ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLaitPage .
?sourceLaitPage rdfs:label ?sourceLait .
 ?fromage dbpprop:country ?paysPage .
 ?paysPage rdfs:label ?pays .
 
FILTER ( langMatches( lang(?pays), ""en"" ) && langMatches(lang(?sourceLait), ""en"") && langMatches(lang(?nomFromage ), ""en"") ) 
OPTIONAL { 
    
    ?fromage dbpprop:aging ?fraicheur }.
 
}"
76,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 ?fromage dbpprop:name ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLaitPage .
?sourceLaitPage rdfs:label ?sourceLait .
 ?fromage dbpprop:country ?paysPage .
 ?paysPage rdfs:label ?pays .
 
FILTER ( langMatches( lang(?pays), ""en"" ) && langMatches(lang(?sourceLait), ""en"") ) 
OPTIONAL { 
    
    ?fromage dbpprop:aging ?fraicheur }.
 
}"
77,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 ?fromage dbpprop:name ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLaitPage .
?sourceLaitPage rdfs:label ?sourceLait .
 ?fromage dbpprop:country ?paysPage .
 ?paysPage rdfs:label ?pays .
 
FILTER ( langMatches( lang(?pays), ""en"" ) ) 
OPTIONAL { 
    
    ?fromage dbpprop:aging ?fraicheur }.
 
}"
78,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 ?fromage dbpprop:name ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLaitPage .
?sourceLaitPage rdfs:label ?sourceLait .
 ?fromage dbpprop:country ?paysPage .
 ?paysPage rdfs:label ?pays .
 
FILTER ( langMatches( lang(?pays), ""en"" )&& langMatches(lang(?sourceLait), ""en"")  ) 
OPTIONAL { 
    
    ?fromage dbpprop:aging ?fraicheur }.
 
}"
79,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 ?fromage dbpprop:name ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLaitPage .
?sourceLaitPage rdfs:label ?sourceLait .
 ?fromage dbpprop:country ?paysPage .
 ?paysPage rdfs:label ?pays .
 
FILTER ( langMatches( lang(?pays), ""en"" )&& langMatches(lang(?sourceLait), ""en"")  ) 
OPTIONAL { 
    ?fromage dbpprop:aging ?fraicheur }.
}"
80,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 ?fromage dbpprop:name ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLaitPage .
?sourceLaitPage rdfs:label ?sourceLait .
 ?fromage dbpprop:country ?paysPage .
 ?paysPage rdfs:label ?pays .
 
FILTER ( langMatches( lang(?pays), ""en"" )&& langMatches(lang(?sourceLait), ""en"")  ) 
OPTIONAL { 
    ?fromage dbpprop:aging ?fraicheur }.
}"
81,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 ?fromage dbpprop:name ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLait .
 ?fromage dbpprop:country ?paysPage .
 ?paysPage rdfs:label ?pays .
 
FILTER ( langMatches( lang(?pays), ""en"" )) 
OPTIONAL { 
    ?fromage dbpprop:aging ?fraicheur }.
}"
82,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 ?fromage dbpprop:name ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLait .
 ?fromage dbpprop:country ?paysPage .
 ?paysPage rdfs:label ?pays .
 
FILTER ( langMatches( lang(?pays), ""en"" )) 
OPTIONAL { 
    ?fromage dbpprop:aging ?fraicheur }.
}"
83,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 
 
FILTER ( langMatches( lang(?pays), ""en"" )) 
OPTIONAL { 
  ?fromage dbpprop:name ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLait .
 ?fromage dbpprop:country ?paysPage .
 ?paysPage rdfs:label ?pays .
    ?fromage dbpprop:aging ?fraicheur }.
}"
84,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 
 

OPTIONAL { 
  ?fromage dbpprop:name ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLait .
 ?fromage dbpprop:country ?paysPage .
 ?paysPage rdfs:label ?pays .
    ?fromage dbpprop:aging ?fraicheur }.
 FILTER ( langMatches( lang(?pays), ""en"" )) 
}"
85,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 ?fromage dbpprop:name ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLait .
 ?fromage dbpprop:country ?pays .
 
FILTER ( langMatches( lang(?pays), ""en"" )) 
OPTIONAL { 
    ?fromage dbpprop:aging ?fraicheur }.
}"
86,"select distinct ?fromage ?nomFromage ?sourceLait ?fraicheur ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 ?fromage dbpprop:name ?nomFromage .
 ?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLait .
 ?fromage dbpprop:country ?pays .
 

OPTIONAL { 
    ?fromage dbpprop:aging ?fraicheur }.
}"
87,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .

 
 

OPTIONAL { 
?fromage dbpprop:name ?nomFromage .
?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
}.
}"
88,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .
 FILTER (langMatches(lang(?nomFromage), ""en"").
 
 

OPTIONAL { 

?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
}.
}"
89,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .
 FILTER langMatches(lang(?nomFromage), ""en"").
 
 

OPTIONAL { 

?fromage dbpprop:texture ?texture .

?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
}.
}"
90,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .
 FILTER langMatches(lang(?nomFromage), ""en"").
 
 

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
}"
91,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .
 FILTER langMatches(lang(?nomFromage), ""en"").
 
 

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
}"
92,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .
 FILTER langMatches(lang(?nomFromage), ""en"").
 
 

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
!bound(?texture) || ?fromage dbpprop:texture ?texture .
}.
}"
93,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .
 FILTER langMatches(lang(?nomFromage), ""en"") && (!bound(?texture) || ?fromage dbpprop:texture ?texture).
 
 

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
}.
}"
94,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .
 FILTER langMatches(lang(?nomFromage), ""en"") && !bound(?texture) || ?fromage dbpprop:texture ?texture.
 
 

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
}.
}"
95,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .
 FILTER langMatches(lang(?nomFromage), ""en"") .
 FILTER !bound(?texture) || ?fromage dbpprop:texture ?texture .
 
 

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
}.
}"
96,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .
 FILTER langMatches(lang(?nomFromage), ""en"") .
 FILTER (!bound(?texture) || ?fromage dbpprop:texture ?texture ) .
 
 

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
}.
}"
97,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
FILTER langMatches(lang(?nomFromage), ""en"") && !bound(?texture) .


}"
98,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
FILTER (langMatches(lang(?nomFromage), ""en"") && !bound(?texture) ).


}"
99,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
FILTER (langMatches(lang(?nomFromage), ""en"") ).


}"
100,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
FILTER (langMatches(lang(?nomFromage), ""en"") || !bound(?texture)  ).


}"
101,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}"
102,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}"
103,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}"
104,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}"
105,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}"
106,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}"
107,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}"
108,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}"
109,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}"
110,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}
OFFSET 200"
111,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}
OFFSET 200"
112,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}
OFFSET 50"
113,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}
LIMIT 100
OFFSET 200"
114,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}
"
115,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}
LIMIT 100
OFFSET 240"
116,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}
LIMIT 100
OFFSET 300"
117,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}
LIMIT 100
OFFSET 300"
118,"select distinct ?fromage ?nomFromage ?sourceLait ?texture ?pays
where
{
 ?fromagesParPays skos:broader category:Cheeses_by_country .
 ?fromage dcterms:subject ?fromagesParPays .
 ?fromage rdfs:label ?nomFromage .

OPTIONAL { 
?fromage dbpprop:source ?sourceLait .
?fromage dbpprop:country ?pays .
?fromage dbpprop:texture ?texture .
}.
FILTER (langMatches(lang(?nomFromage), ""en"")  ).


}
LIMIT 100
OFFSET 300"
