,query
107,"select ?godina,?kuka,?naslov
where
{
  dbpedia:The_Little_Prince dbpprop:titleOrig ?naslov.
dbpprop:releaseDate ?godina.
dbpprop:publisher ?kuka.



}"
108,"select ?godina,?kuka,?naslov
where
{
  dbpedia:The_Little_Prince dbpprop:titleOrig ?naslov;
dbpprop:releaseDate ?godina;
dbpprop:publisher ?kuka.



}"
109,"select ?godina
where
{
  dbpedia:The_Little_Prince 
dbpprop:releaseDate ?godina




}"
110,"select top ?godina
where
{
  dbpedia:The_Little_Prince 
dbpprop:releaseDate ?godina




}
"
111,"select  ?godina
where
{
  dbpedia:The_Little_Prince 
dbpprop:releaseDate ?godina




}
"
112,"select  ?godina
where
{
  dbpedia:The_Little_Prince 
dbpprop:releaseDate ?godina.





}
limit 1"
113,"select ?godina,?kuka,?naslov
where
{
  dbpedia:The_Little_Prince dbpprop:titleOrig ?naslov;
dbpprop:releaseDate ?godina;
dbpprop:publisher ?kuka.



}
limit 1"
114,"select ?album
where
{
  ?album dbpedia-owl:artist dbpedia:Depeche_Mode
}"
115,"select ?x
where
{
  ?album dbpedia-owl:artist dbpedia:Depeche_Mode.
  ?x dbpprop:title ?album.
}"
116,"select ?x, ?album
where
{
  ?album dbpedia-owl:artist dbpedia:Depeche_Mode.
  ?x dbpprop:title ?album.
}"
117,"select ?x
where
{
  dbpedia:Songs_of_Faith_and_Devotion dbpedia-owl:artist dbpedia:Depeche_Mode.
  ?x dbpprop:title ?album.

}"
118,"select ?x
where
{
  dbpedia:Songs_of_Faith_and_Devotion dbpedia-owl:artist dbpedia:Depeche_Mode.
  ?x dbpprop:title dbpedia:Songs_of_Faith_and_Devotion.

}"
119,"select ?x
where
{
  ?album dbpedia-owl:artist dbpedia:Depeche_Mode.
  ?album dbpprop:title ?x.

}"
120,"select ?x
where
{
  ?album dbpedia-owl:artist dbpedia:Depeche_Mode.
  ?a dbpprop:title ?x.
filter(?album=?a).

}"
121,"select ?album
where
{
  ?album dbpedia-owl:artist dbpedia:Depeche_Mode.
  ?album dbpedia-owl:genre dbpedia:Synthpop

}"
122,"select ?album
where
{
  ?album dbpedia-owl:artist dbpedia:Depeche_Mode.
  ?album dbpedia-owl:genre dbpedia:Synthpop.

}"
123,"select ?album
where
{
  ?album dbpedia-owl:artist dbpedia:Depeche_Mode.
  ?album dbpedia-owl:genre dbpedia:dbpedia:Alternative_dance.

}"
124,"select ?album
where
{
  ?album dbpedia-owl:artist dbpedia:Depeche_Mode.
  ?album dbpedia-owl:genre dbpedia:Alternative_dance.

}"
125,"select ?member,?his_songs
where
{
   dbpedia:Depeche_Mode dbpprop:currentMembers ?member.
   ?member dbpprop:writer ?his_songs.

}"
126,"select ?member,?his_songs
where
{
   dbpedia:Depeche_Mode dbpprop:currentMembers ?member.
    ?his_songs dbpprop:writer ?member .

}"
127,"select ?member,?his_songs
where
{
   dbpedia:Depeche_Mode dbpprop:currentMembers ?member.
    

}"
128,"select ?member
where
{
   dbpedia:Depeche_Mode dbpprop:currentMembers ?member.
    

}"
129,"select ?member,?his_songs
where
{
   dbpedia:Depeche_Mode dbpprop:currentMembers ?member.
   ?his_songs  dbpedia-owl:writer ?member.

}"
130,"select distinct ?member,?his_songs
where
{
   dbpedia:Depeche_Mode dbpprop:currentMembers ?member.
   ?his_songs  dbpedia-owl:writer ?member.

}"
131,"select ?member,?his_songs
where
{
   dbpedia:Depeche_Mode dbpprop:currentMembers ?member.
   optional{?his_songs  dbpedia-owl:writer ?member}.

}"
132,"select ?n
where
{
{?n dbpedia-owl:director dbpedia:Woody_Allen}
union
{?n dbpedia-owl:writer dbpedia:Woody_Allen}
union
{?n dbpedia-owl:starring dbpedia:Woody_Allen}
}"
133,"select distinct ?n
where
{
{?n dbpedia-owl:director dbpedia:Woody_Allen}
union
{?n dbpedia-owl:writer dbpedia:Woody_Allen}
union
{?n dbpedia-owl:starring dbpedia:Woody_Allen}
}"
134,"select distinct ?n
where
{
{?n dbpedia-owl:director dbpedia:Woody_Allen}
union
{?n dbpedia-owl:writer dbpedia:Woody_Allen}
union
{?n dbpedia-owl:starring dbpedia:Woody_Allen}


}"
135,"select distinct ?n
where
{
{?n dbpedia-owl:director dbpedia:Woody_Allen}
union
{?n dbpedia-owl:writer dbpedia:Woody_Allen}
union
{?n dbpedia-owl:starring dbpedia:Woody_Allen}

optional{?n dbpprop:released ?date}

}"
136,"select distinct ?n
where
{
{?n dbpedia-owl:director dbpedia:Woody_Allen}
union
{?n dbpedia-owl:writer dbpedia:Woody_Allen}
union
{?n dbpedia-owl:starring dbpedia:Woody_Allen}


}"
137,"select distinct ?n, ?date
where
{
{?n dbpedia-owl:director dbpedia:Woody_Allen}
union
{?n dbpedia-owl:writer dbpedia:Woody_Allen}
union
{?n dbpedia-owl:starring dbpedia:Woody_Allen}

optional{?n dbpprop:released ?date}

}"
138,"select distinct ?n, ?date
where
{
{?n dbpedia-owl:director dbpedia:Woody_Allen}
union
{?n dbpedia-owl:writer dbpedia:Woody_Allen}
union
{?n dbpedia-owl:starring dbpedia:Woody_Allen}

optional{?n dbpprop:released ?date}

}
limit 1"
139,"select distinct ?n, distinct ?date
where
{
{?n dbpedia-owl:director dbpedia:Woody_Allen}
union
{?n dbpedia-owl:writer dbpedia:Woody_Allen}
union
{?n dbpedia-owl:starring dbpedia:Woody_Allen}

optional{?n dbpprop:released ?date}

}
"
140,"select distinct ?n, ?date
where
{
{?n dbpedia-owl:director dbpedia:Woody_Allen}
union
{?n dbpedia-owl:writer dbpedia:Woody_Allen}
union
{?n dbpedia-owl:starring dbpedia:Woody_Allen}

optional{?n dbpprop:released ?date}

}
"
141,"select distinct ?n, ?date
where
{
{?n dbpedia-owl:director dbpedia:Woody_Allen}
union
{?n dbpedia-owl:writer dbpedia:Woody_Allen}
union
{?n dbpedia-owl:starring dbpedia:Woody_Allen}

optional{?n dbpprop:released ?date}

}
order by desc(?date)"
